"Name","Year_of_Release","Genre","Publisher","Global_Sales","Critic_Score","User_Score","Rating","log_JP_Sales","log_Other_Sales","sqrt_Critic_Count","log_User_Count","length_Name","length_Publisher","new_platform","yearI","yearII","is_important_genre","is_important_platform"
"Pac-Man and the Ghostly Adventures 2","2014","Adventure","Namco Bandai Games",0.08,60,7.5,"E10+",0,0.00995033085316809,2.44948974278318,2.77258872223978,7,3,"DS","6","3","0","0"
"Plants vs. Zombies: Garden Warfare 2","2016","Shooter","Electronic Arts",0.48,80,8.1,"E10+",0,0.0392207131532813,8,4.38202663467388,6,2,"XB","7","3","1","1"
"Namco Museum 50th Anniversary (JP sales)","2005","Misc","Namco Bandai Games",0.02,68.5,7,"Unknown",0.0198026272961797,0,4.12310562561766,2.63905732961526,6,3,"PS","4","2","0","1"
"Petz Monkeyz House","2008","Simulation","Ubisoft",0.22,70,7.6,"E",0,0.0198026272961797,4.12310562561766,3.04452243772342,3,1,"DS","5","2","0","0"
"Koisuru Otome to Shugo no Tate Portable","2010","Adventure","Alchemist",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978,7,1,"PS","5","2","0","1"
"Dead or Alive 5","2015","Fighting","Tecmo Koei",0.34,72,7.7,"Unknown",0.0769610411361284,0.0392207131532813,4.89897948556636,3.3322045101752,4,2,"PS","6","3","1","1"
"Aiyoku no Eustia","2014","Misc","dramatic create",0.01,68.5,7,"Unknown",0.00995033085316809,0,4.12310562561766,2.63905732961526,3,2,"PS","6","3","0","1"
"Mario & Sonic at the London 2012 Olympic Games","2012","Sports","Sega",1.18,75,7.4,"Unknown",0.2390169004705,0.0861776962410524,4.24264068711928,2.83321334405622,8,1,"DS","6","3","1","0"
"Help Wanted: 50 Wacky Jobs","2008","Simulation","Hudson Soft",0.1,65,7,"E10+",0,0.00995033085316809,3.46410161513775,1.79175946922805,5,2,"Wii","5","2","0","1"
"Mortal Kombat: Unchained","2006","Fighting","Midway Games",0.74,70,8.8,"M",0,0.0582689081239758,4.35889894354067,3.46573590279973,3,2,"PS","5","2","1","1"
"Doraemon: Nobita to Himitsu Dougu Hakubutsukan","2013","Action","FuRyu",0.07,68,7.4,"Unknown",0.0676586484738149,0,4.69041575982343,3.29583686600433,6,1,"DS","6","3","1","0"
"Toukiden 2","2016","Action","Tecmo Koei",0.02,68,7.4,"Unknown",0.0198026272961797,0,4.69041575982343,3.29583686600433,2,2,"PS","7","3","1","1"
"Frogger's Journey: The Forgotten Relic","2003","Action","Konami Digital Entertainment",0.26,59,7.4,"E",0,0,2.44948974278318,3.29583686600433,6,3,"GB","4","2","1","1"
"The King of Fighters 2000","2002","Fighting","Playmore",0.04,72,7.7,"Unknown",0.0392207131532813,0,4.89897948556636,3.3322045101752,5,1,"PS","4","2","1","1"
"Just Dance 2","2010","Misc","Ubisoft",9.44,74,7.3,"E10+",0.00995033085316809,0.576613364303994,4.89897948556636,3.2188758248682,3,1,"Wii","5","2","0","1"
"NTRA Breeders' Cup World Thoroughbred Championships","2005","Simulation","Bethesda Softworks",0.13,70,7.6,"Unknown",0,0.0198026272961797,4.12310562561766,3.04452243772342,6,2,"PS","4","2","0","1"
"Harukanaru Toki no Naka de 6","2015","Action","Tecmo Koei",0.03,68,7.4,"Unknown",0.0295588022415444,0,4.69041575982343,3.29583686600433,6,2,"PS","6","3","1","1"
"Madden NFL 09","2008","Sports","Electronic Arts",2.53,83,7,"E",0,0.182321556793955,7.07106781186548,4.83628190695148,3,2,"XB","5","2","1","1"
"Farming Simulator 17","2016","Simulation","Focus Home Interactive",0.12,65,7.6,"E",0,0.00995033085316809,3,3.04452243772342,3,3,"XB","7","3","0","1"
"Jaws: Ultimate Predator","2011","Action","Majesco Entertainment",0.12,68,7.4,"M",0,0.00995033085316809,4.69041575982343,3.29583686600433,3,2,"DS","6","3","1","0"
"F1 Race","1984","Racing","Nintendo",1.52,69,7.4,"Unknown",0.924258901523332,0,4.24264068711928,2.89037175789616,2,1,"DS","0","0","0","0"
"Evolution Worlds","2002","Role-Playing","Ubisoft",0.08,63,8,"E",0,0,4.47213595499958,2.39789527279837,2,1,"GC","4","2","0","0"
"Little League World Series Baseball 2010","2010","Sports","Activision",0.08,61,7.4,"E",0,0.00995033085316809,2,2.83321334405622,6,1,"PS","5","2","1","1"
"Magna Carta 2","2009","Role-Playing","Banpresto",0.3,69,7,"T",0.0676586484738149,0.0198026272961797,7,4.06044301054642,3,1,"XB","5","2","0","1"
"The Seven Deadly Sins: Unjust Sin","2015","Adventure","Namco Bandai Games",0.08,66,7.5,"Unknown",0.0769610411361284,0,4,2.77258872223978,6,3,"DS","6","3","0","0"
"Phantasy Star Portable 2: Infinity","2011","Role-Playing","Sega",0.37,74,7.9,"Unknown",0.314810739840034,0,5.47722557505166,3.96081316959758,5,1,"PS","6","3","0","1"
"Tom Clancy's HAWX 2","2010","Action","Ubisoft",0.36,68,6.3,"T",0.00995033085316809,0.0295588022415444,7.54983443527075,3.40119738166216,5,1,"XB","5","2","1","1"
"Super Power League","1993","Sports","Hudson Soft",0.17,75,7.4,"Unknown",0.157003748809665,0,4.24264068711928,2.83321334405622,3,2,"DS","2","1","1","0"
"Rage","2011","Shooter","Bethesda Softworks",0.37,79,5.2,"M",0,0.0582689081239758,5.65685424949238,7.38956395367764,1,2,"PC","6","3","1","0"
"Pro Rally","2002","Racing","Ubisoft",0.02,64,7.4,"E",0,0,3.3166247903554,2.89037175789616,2,1,"GC","4","2","0","0"
"Fire Emblem: Awakening","2012","Role-Playing","Nintendo",2.01,92,9.1,"T",0.431782416425538,0.122217632724249,8.48528137423857,7.03085747611612,3,1,"DS","6","3","0","0"
"Madden NFL 2005","2004","Sports","Electronic Arts",1.72,91,7.6,"E",0,0.0769610411361284,6.2449979983984,3.29583686600433,3,2,"XB","4","2","1","1"
"BattleTanx: Global Assault","1999","Action","3DO",0.39,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433,3,1,"DS","3","1","1","0"
"Monster Hunter Frontier Online","N/A","Role-Playing","N/A",0.05,74,7.9,"Unknown",0.048790164169432,0,5.47722557505166,3.96081316959758,4,2,"PS","999","999","0","1"
"SoulCalibur: Broken Destiny","2009","Fighting","Namco Bandai Games",0.51,80,6.2,"T",0.0676586484738149,0.113328685307003,7.21110255092798,3.8286413964891,3,3,"PS","5","2","1","1"
"Hooked! Real Motion Fishing","2007","Sports","505 Games",0.23,75,7.4,"Unknown",0,0.0198026272961797,4.24264068711928,2.83321334405622,4,2,"Wii","5","2","1","1"
"CSI: Fatal Conspiracy","2010","Adventure","Ubisoft",0.18,39,5.6,"M",0,0.0198026272961797,2.23606797749979,2.63905732961526,3,1,"PS","5","2","0","1"
"Mario & Sonic at the Olympic Winter Games","2009","Sports","Sega",4.53,75,7.4,"Unknown",0.198850858745165,0.392042087776024,4.24264068711928,2.83321334405622,7,1,"Wii","5","2","1","1"
"Rapala Fishing Frenzy 2009","2008","Sports","Activision",0.05,41,7.2,"E",0,0,2.23606797749979,1.94591014905531,4,1,"XB","5","2","1","1"
"Backyard Sports Football: Rookie Rush","2010","Sports","Atari",0.17,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622,5,1,"DS","5","2","1","0"
"NBA in the Zone 2000","2000","Sports","Konami Digital Entertainment",0.21,75,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.83321334405622,5,3,"PS","3","1","1","1"
"Tiger & Bunny: On-Air Jack!","2012","Action","Namco Bandai Games",0.03,68,7.4,"Unknown",0.0295588022415444,0,4.69041575982343,3.29583686600433,5,3,"PS","6","3","1","1"
"Monopoly Party","2002","Misc","Infogrames",0.51,68.5,7,"Unknown",0,0.0582689081239758,4.12310562561766,2.63905732961526,2,1,"PS","4","2","0","1"
"Dancing Blade II: Tears of Eden","1999","Adventure","Konami Digital Entertainment",0.03,66,7.5,"Unknown",0.0295588022415444,0,4,2.77258872223978,6,3,"PS","3","1","0","1"
"Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)","1996","Sports","Imagineer",0.19,75,7.4,"Unknown",0.173953307123438,0,4.24264068711928,2.83321334405622,9,1,"DS","3","1","1","0"
"Transformers: Prime","2012","Action","Activision",0.01,68,7.4,"Unknown",0,0,4.69041575982343,3.29583686600433,2,1,"Wii","6","3","1","1"
"NASCAR Thunder 2002","2001","Racing","Electronic Arts",0.33,82,7.4,"E",0,0.00995033085316809,4.12310562561766,2.89037175789616,3,2,"XB","4","2","0","1"
"Professor Layton and the Azran Legacy","2013","Puzzle","Nintendo",0.75,81,7.9,"E10+",0.22314355131421,0.0295588022415444,7.61577310586391,4.46590811865458,6,1,"DS","6","3","0","0"
"Warhammer 40,000: Squad Command","2007","Strategy","THQ",0.32,67,7.6,"T",0,0.0769610411361284,5,3.29583686600433,5,1,"PS","5","2","0","1"
"Rollin' Rascals","2009","Puzzle","Rising Star Games",0.04,70,7.5,"E",0,0,3.74165738677394,2.484906649788,2,3,"DS","5","2","0","0"
"Shonen Jump's Shaman King: Master of Spirits","2004","Role-Playing","Konami Digital Entertainment",0.14,74,7.9,"Unknown",0,0,5.47722557505166,3.96081316959758,8,3,"GB","4","2","0","1"
"LEGO Rock Band","2009","Misc","Warner Bros. Interactive Entertainment",0.69,70,6.8,"E10+",0,0.0582689081239758,3.87298334620742,1.94591014905531,3,4,"Wii","5","2","0","1"
"Bahamut Lagoon","1996","Role-Playing","SquareSoft",0.62,74,7.9,"Unknown",0.482426149244293,0,5.47722557505166,3.96081316959758,2,1,"DS","3","1","0","0"
"SBK 2011: FIM Superbike World Championship","2011","Racing","Black Bean Games",0.06,69,7.4,"Unknown",0,0.00995033085316809,4.24264068711928,2.89037175789616,6,3,"XB","6","3","0","1"
"Peggle Nights","2008","Puzzle","PopCap Games",0.02,76,8.1,"E",0,0,3.87298334620742,3.2188758248682,2,2,"PC","5","2","0","0"
"The Legend of Legacy","2015","Role-Playing","FuRyu",0.25,67,7.1,"E10+",0.0953101798043249,0.0198026272961797,5.56776436283002,4.00733318523247,4,1,"DS","6","3","0","0"
"Muv-Luv Alternative","2012","Simulation","5pb",0.01,70,7.6,"Unknown",0.00995033085316809,0,4.12310562561766,3.04452243772342,3,1,"PS","6","3","0","1"
"Serious Sam HD: Gold Edition","2011","Shooter","Mastertronic",0.02,73,7.4,"Unknown",0,0,5.65685424949238,4.14313472639153,5,1,"XB","6","3","1","1"
"Totally Spies!","2005","Platform","Atari",0.03,69,7.7,"Unknown",0,0,4.12310562561766,3.13549421592915,2,1,"GB","4","2","1","1"
"Hearts of Iron III","2009","Strategy","Paradox Interactive",0.07,77,7.1,"E10+",0,0.00995033085316809,4.79583152331272,5.4553211153577,4,2,"PC","5","2","0","0"
"Little League World Series Baseball 2009","2009","Sports","Activision",0.15,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622,6,1,"Wii","5","2","1","1"
"GunGriffon Blaze","2000","Simulation","Swing! Entertainment",0.11,73,7.6,"T",0,0.00995033085316809,4,3.04452243772342,2,2,"PS","3","1","0","1"
"Saints Row IV","2013","Action","Deep Silver",1.66,81,6.5,"M",0.00995033085316809,0.122217632724249,6.48074069840786,5.78689738136671,3,2,"XB","6","3","1","1"
"Winning Post 5","2001","Sports","Tecmo Koei",0.13,75,7.4,"Unknown",0.122217632724249,0,4.24264068711928,2.83321334405622,3,2,"PS","4","2","1","1"
"Pro Evolution Soccer 2012","2011","Action","Konami Digital Entertainment",0.57,74,6.3,"E",0.254642218373581,0.0582689081239758,2,2.19722457733622,4,3,"PS","6","3","1","1"
"Hokuto no Ken: Hokuto Shinken Denshousha no Michi","2008","Action","Spike",0.03,68,7.4,"Unknown",0.0295588022415444,0,4.69041575982343,3.29583686600433,8,1,"DS","5","2","1","0"
"Tom Clancy's Ghost Recon Advanced Warfighter 2","2007","Shooter","Ubisoft",1.02,86,8.1,"T",0.0198026272961797,0.0769610411361284,7.61577310586391,4.49980967033027,8,1,"XB","5","2","1","1"
"Sesame Street: Once Upon A Monster","2011","Misc","Warner Bros. Interactive Entertainment",0.52,79,6.9,"E",0,0.0392207131532813,5.09901951359278,3.13549421592915,6,4,"XB","6","3","0","1"
"Derby Stallion DS","2008","Sports","Enterbrain",0.32,75,7.4,"Unknown",0.27763173659828,0,4.24264068711928,2.83321334405622,3,1,"DS","5","2","1","0"
"Xenosaga Episode II: Jenseits von Gut und Böse","2004","Role-Playing","Sony Computer Entertainment",0.58,74,7.9,"Unknown",0,0.0676586484738149,5.47722557505166,3.96081316959758,8,3,"PS","4","2","0","1"
"All-Star Baseball 2003","2002","Sports","Acclaim Entertainment",0.77,81,8.4,"E",0,0.0953101798043249,3.87298334620742,2.89037175789616,4,2,"PS","4","2","1","1"
"NCAA Football 11","2010","Sports","Electronic Arts",0.85,85,7.4,"E",0,0.0582689081239758,4.69041575982343,3.25809653802148,3,2,"PS","5","2","1","1"
"Outlaw Golf","2002","Sports","TDK Mediactive",0.29,72,6.9,"T",0,0.00995033085316809,4.79583152331272,2.30258509299405,2,2,"XB","4","2","1","1"
"Rogue Warrior","2009","Shooter","Bethesda Softworks",0.13,27,2.8,"M",0,0.00995033085316809,4.89897948556636,4.20469261939097,2,2,"PS","5","2","1","1"
"Kurushi Final: Mental Blocks","1998","Puzzle","Sony Computer Entertainment",0.34,70,7.5,"Unknown",0.27763173659828,0.0198026272961797,3.74165738677394,2.484906649788,4,3,"PS","3","1","0","1"
"Disney's Meet the Robinsons","2007","Action","Disney Interactive Studios",0.02,64,7.4,"E10+",0,0,2.44948974278318,3.29583686600433,5,3,"DS","5","2","1","0"
"Taito Legends 2","2006","Misc","Empire Interactive",0.02,67,7,"T",0,0,3.3166247903554,2.63905732961526,3,2,"PS","5","2","0","1"
"Yu Yu Hakusho: Dark Tournament","N/A","Fighting","N/A",0.21,56,8.5,"T",0,0.0295588022415444,3.87298334620742,2.94443897916644,5,2,"PS","999","999","1","1"
"The Simpsons: Road Rage","2001","Racing","Electronic Arts",1.05,61,8.3,"T",0,0.00995033085316809,4.12310562561766,1.94591014905531,4,2,"XB","4","2","0","1"
"Toukiden Kiwami","2015","Action","Tecmo Koei",0.17,74,7.6,"T",0.0198026272961797,0.0198026272961797,5.91607978309962,4.31748811353631,2,2,"PS","6","3","1","1"
"WWF Raw","2002","Fighting","THQ",0.55,68,6.6,"T",0,0.0198026272961797,5.74456264653803,2.77258872223978,2,1,"XB","4","2","1","1"
"Heroes of Mana","2007","Strategy","Square Enix",0.14,66,7.9,"E10+",0.048790164169432,0.00995033085316809,5.65685424949238,3.59731226058845,3,2,"DS","5","2","0","0"
"Jimmy Neutron: Boy Genius","2002","Platform","THQ",0.41,69,5.8,"E",0,0.048790164169432,4.12310562561766,1.79175946922805,4,1,"PS","4","2","1","1"
"Nobunaga no Yabou: Reppuuden","1999","Strategy","Tecmo Koei",0.2,74,7.9,"Unknown",0.173953307123438,0.00995033085316809,4.89897948556636,3.59731226058845,4,2,"PS","3","1","0","1"
"7 Days to Die","2016","Action","Telltale Games",0.14,45,5.9,"M",0,0.0198026272961797,4,4.94875989037817,4,2,"PS","7","3","1","1"
"Star Trek: Legacy","2006","Simulation","Ubisoft",0.02,56,4,"E10+",0,0,5,3.58351893845611,3,1,"PC","5","2","0","0"
"Batman: A Telltale Game Series","2016","Adventure","Telltale Games",0.05,66,7.5,"Unknown",0,0.00995033085316809,4,2.77258872223978,5,2,"PS","7","3","0","1"
"The King of Fighters 2000/2001","2003","Fighting","Ignition Entertainment",0.11,71,8.6,"T",0,0.00995033085316809,5.56776436283002,2.89037175789616,6,2,"PS","4","2","1","1"
"CSI: Deadly Intent","2009","Adventure","Ubisoft",0.28,66,7.5,"M",0,0.0295588022415444,4,2.77258872223978,3,1,"Wii","5","2","0","1"
"Rock Blast","2010","Puzzle","UFO Interactive",0.02,70,7.5,"E",0,0,3.74165738677394,2.484906649788,2,2,"Wii","5","2","0","1"
"Dark Sector","2008","Shooter","D3Publisher",0.48,72,7.5,"M",0.00995033085316809,0.048790164169432,8.42614977317636,4.99721227376411,2,1,"XB","5","2","1","1"
"Flow: Urban Dance Uprising","2005","Misc","Ubisoft",0.04,65,7,"T",0,0,3.16227766016838,2.63905732961526,4,1,"PS","4","2","0","1"
"Defender","1980","Misc","Atari",1.05,68.5,7,"Unknown",0,0.00995033085316809,4.12310562561766,2.63905732961526,1,1,"2600","0","0","0","1"
"Clu Clu Land","1984","Puzzle","Nintendo",0.82,70,7.5,"Unknown",0.246860077931526,0.0198026272961797,3.74165738677394,2.484906649788,3,1,"DS","0","0","0","0"
"Minecraft: Story Mode","2015","Adventure","Mojang",0.69,66,7.5,"Unknown",0,0.104360015324243,4,2.77258872223978,3,1,"PS","6","3","0","1"
"Mega Minis Volume 3","2011","Misc","Sony Computer Entertainment",0.05,68.5,7,"Unknown",0,0.00995033085316809,4.12310562561766,2.63905732961526,4,3,"PS","6","3","0","1"
"Buffy the Vampire Slayer: Chaos Bleeds","2003","Action","Vivendi Games",0.18,72,8.9,"T",0,0.0198026272961797,5.19615242270663,3.87120101090789,6,2,"PS","4","2","1","1"
"Summon Night 2","2008","Role-Playing","Namco Bandai Games",0.06,74,7.9,"Unknown",0.0582689081239758,0,5.47722557505166,3.96081316959758,3,3,"DS","5","2","0","0"
"Final Fantasy Anthology","1999","Role-Playing","Square EA",0.8,80,8.1,"T",0,0.048790164169432,3.74165738677394,3.36729582998647,3,2,"PS","3","1","0","1"
"Street Fighter II': Special Champion Edition (JP weekly sales)","1993","Action","Capcom",0.07,68,7.4,"Unknown",0.0676586484738149,0,4.69041575982343,3.29583686600433,9,1,"others","2","1","1","0"
"Mini Ninjas","2009","Action","Eidos Interactive",0.34,73,8.7,"E10+",0,0.0582689081239758,6.08276253029822,4.14313472639153,2,2,"PS","5","2","1","1"
"Serious Sam 3: BFE","2011","Shooter","Mastertronic",0.08,72,8.2,"Unknown",0,0.00995033085316809,7.28010988928052,6.3750248198281,4,1,"PC","6","3","1","0"
"Tom Clancy's Rainbow Six: Vegas","2007","Shooter","Ubisoft",1.25,86,7.6,"M",0.0295588022415444,0.198850858745165,5.65685424949238,4.40671924726425,6,1,"PS","5","2","1","1"
"Mark McMorris Infinite Air","2016","Sports","FuRyu Corporation",0.02,49,6,"T",0,0,3.87298334620742,3.40119738166216,4,2,"PS","7","3","1","1"
"Namco Museum Vol.5","1996","Misc","Sony Computer Entertainment",0.15,68.5,7,"Unknown",0.113328685307003,0.00995033085316809,4.12310562561766,2.63905732961526,4,3,"PS","3","1","0","1"
"Infinite Undiscovery","2008","Role-Playing","Square Enix",0.7,68,7,"T",0.113328685307003,0.0582689081239758,7.74596669241483,5.06890420222023,2,2,"XB","5","2","0","1"
"Major League Baseball 2K12","2012","Sports","Take-Two Interactive",0.15,75,7.4,"E",0,0.00995033085316809,4.24264068711928,2.83321334405622,4,3,"Wii","6","3","1","1"
"Romance of the Three Kingdoms II","1991","Strategy","Tecmo Koei",0.25,74,7.9,"Unknown",0.22314355131421,0,4.89897948556636,3.59731226058845,6,2,"DS","2","1","0","0"
"Silpheed: The Lost Planet","2000","Shooter","Swing! Entertainment",0.07,72,7.5,"T",0,0.00995033085316809,3.46410161513775,1.6094379124341,4,2,"PS","3","1","1","1"
"Call of Duty: World at War","2008","Shooter","Activision",0.89,75,7.8,"T",0,0.0769610411361284,3.46410161513775,3.04452243772342,6,1,"DS","5","2","1","0"
"Golden Nugget Casino DS","2005","Misc","Majesco Entertainment",0.02,68.5,7,"T",0,0,4.12310562561766,2.63905732961526,4,2,"DS","4","2","0","0"
"Metro: Last Light","2013","Action","Deep Silver",0.42,80,8.2,"Unknown",0.0295588022415444,0.0676586484738149,4.79583152331272,6.23244801655052,3,2,"PS","6","3","1","1"
"My Horse & Me: Riding for Gold","2008","Sports","Atari",0.07,75,7.4,"Unknown",0,0,4.24264068711928,2.83321334405622,6,1,"DS","5","2","1","0"
"WWE '12","2011","Fighting","THQ",0.34,74,5.2,"T",0,0.0295588022415444,2.44948974278318,2.30258509299405,2,1,"Wii","6","3","1","1"
"Bakugan: Battle Trainer","2010","Action","Activision",0.13,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,3,1,"DS","5","2","1","0"
"Mortal Kombat 4","1998","Fighting","GT Interactive",1.46,72,7.7,"Unknown",0,0.0953101798043249,4.89897948556636,3.3322045101752,3,2,"PS","3","1","1","1"
"Glacier2","2009","Racing","Zoo Games",0.04,69,7.4,"Unknown",0,0,4.24264068711928,2.89037175789616,1,2,"Wii","5","2","0","1"
"Enslaved: Odyssey to the West","2010","Action","Namco Bandai Games",0.55,80,7.4,"T",0.00995033085316809,0.0861776962410524,7.28010988928052,5.74620319054015,5,3,"PS","5","2","1","1"
"Dora the Explorer: Game Boy Advance Video Volume 1","2004","Misc","N/A",0.26,68.5,7,"Unknown",0,0,4.12310562561766,2.63905732961526,9,2,"GB","4","2","0","1"
"GoldenEye: Rogue Agent","2004","Shooter","Electronic Arts",0.64,60,7,"T",0,0.0861776962410524,6.16441400296898,3.49650756146648,3,2,"PS","4","2","1","1"
"The Amazing Spider-Man 2 (2014)","2014","Action","Activision",0.06,68,7.4,"Unknown",0,0.00995033085316809,4.69041575982343,3.29583686600433,6,1,"DS","6","3","1","0"
"Sonic Unleashed","2008","Platform","Sega",2.16,66,7.3,"E10+",0.0198026272961797,0.19062035960865,5.47722557505166,4.91998092582813,2,1,"Wii","5","2","1","1"
"Choujikuu Yousai Macross: Do You Remember Love","2012","Shooter","Namco Bandai Games",0.05,73,7.4,"Unknown",0.048790164169432,0,5.65685424949238,4.14313472639153,7,3,"PS","6","3","1","1"
"Parodius","1994","Shooter","Konami Digital Entertainment",0.33,73,7.4,"Unknown",0.27002713721306,0.0198026272961797,5.65685424949238,4.14313472639153,1,3,"PS","2","1","1","1"
"Assassin's Creed IV: Black Flag","2013","Action","Ubisoft",3.71,88,8.1,"M",0.122217632724249,0.451075619360217,6,6.73459165997295,6,1,"PS","6","3","1","1"
"WSC Real 11: World Snooker Championship","2011","Sports","Koch Media",0.08,75,7.4,"Unknown",0,0.0198026272961797,4.24264068711928,2.83321334405622,6,2,"PS","6","3","1","1"
"Wolfenstein","2009","Shooter","Activision",0.56,72,7.5,"M",0,0.0582689081239758,8.12403840463596,4.85981240436167,1,1,"XB","5","2","1","1"
"Sotsugyou II: Neo Generation Special","1995","Simulation","Imageworks",0.02,70,7.6,"Unknown",0.0198026272961797,0,4.12310562561766,3.04452243772342,5,1,"others","2","1","0","0"
"Disney's Party","2002","Misc","Electronic Arts",0.05,39,7.8,"E",0,0,2.44948974278318,1.79175946922805,3,2,"GC","4","2","0","0"
"Soma Bringer","2008","Role-Playing","Nintendo",0.11,74,7.9,"Unknown",0.104360015324243,0,5.47722557505166,3.96081316959758,2,1,"DS","5","2","0","0"
"Anarchy Reigns","2012","Action","Sega",0.17,73,7.9,"M",0.0198026272961797,0.00995033085316809,6.16441400296898,4.66343909411207,2,1,"XB","6","3","1","1"
"Harvest Moon: Skytree Village","2016","Simulation","Natsume",0.03,70,7.4,"E",0,0,4.12310562561766,2.07944154167984,4,1,"DS","7","3","0","0"
"WWE SmackDown vs. Raw 2009","2008","Fighting","THQ",0.94,78,7,"T",0.00995033085316809,0.113328685307003,6.08276253029822,3.91202300542815,5,1,"PS","5","2","1","1"
"Western Riding Academy","2010","Simulation","Destineer",0.06,70,7.6,"E",0,0,4.12310562561766,3.04452243772342,3,1,"DS","5","2","0","0"
"Neverwinter Nights","2002","Role-Playing","Atari",0.03,91,8.2,"T",0,0,5.8309518948453,6.19644412779452,2,1,"PC","4","2","0","0"
"Sabrina The Teenage Witch: Potion Commotion","2002","Action","Ubisoft",0.11,63,2.8,"E",0,0,2.23606797749979,1.94591014905531,6,1,"GB","4","2","1","1"
"Viva Pinata","2006","Simulation","Microsoft Game Studios",1.62,84,8,"E",0.0198026272961797,0.182321556793955,8.06225774829855,4.88280192258637,2,3,"XB","5","2","0","1"
"True Crime: Streets of LA","2003","Action","Activision",0.56,77,7.3,"M",0,0.0198026272961797,5.3851648071345,3.40119738166216,5,1,"GC","4","2","1","0"
"Hajime no Ippo Portable: Victorious Spirits","2007","Fighting","Grand Prix Games",0.06,72,7.7,"Unknown",0.0582689081239758,0,4.89897948556636,3.3322045101752,6,3,"PS","5","2","1","1"
"Machi-Ing Maker 3 x Tousouchuu","2010","Simulation","D3Publisher",0.1,70,7.6,"Unknown",0.0953101798043249,0,4.12310562561766,3.04452243772342,6,1,"PS","5","2","0","1"
"Avatar: The Last Airbender - Into the Inferno","2008","Adventure","THQ",0.12,66,7.5,"Unknown",0,0.00995033085316809,4,2.77258872223978,7,1,"DS","5","2","0","0"
"Littlest Pet Shop: Beach Friends","2009","Simulation","Electronic Arts",0.27,70,7.6,"E",0,0.0198026272961797,4.12310562561766,3.04452243772342,5,2,"DS","5","2","0","0"
"Samurai Shodown V","2006","Fighting","Ignition Entertainment",0.02,58,7.7,"T",0,0,5.3851648071345,3.3322045101752,3,2,"XB","5","2","1","1"
"Tales of the Abyss","2011","Role-Playing","Namco Bandai Games",0.83,75,7.6,"T",0.131028262406404,0.0582689081239758,5.74456264653803,5.28826703069454,4,3,"DS","6","3","0","0"
"Gran Turismo Concept 2001 Tokyo","2001","Racing","Unknown",1.84,69,7.4,"Unknown",0.350656871613169,0.285178942233662,4.24264068711928,2.89037175789616,5,1,"PS","4","2","0","1"
"Bratz: Forever Diamondz","2006","Adventure","THQ",1.48,66,6.5,"E",0,0.165514438477573,4,1.6094379124341,3,1,"DS","5","2","0","0"
"Princess Saver! Eternal Love for My Lady","2010","Adventure","Comfort",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978,7,1,"PS","5","2","0","1"
"Mission: Impossible - Operation Surma","2003","Platform","Atari",0.13,67,6.8,"T",0,0,5.19615242270663,1.6094379124341,4,1,"XB","4","2","1","1"
"Tim Burton's The Nightmare Before Christmas: Oogie's Revenge","2005","Adventure","Disney Interactive Studios",0.09,65,7.3,"E10+",0,0,4.35889894354067,1.94591014905531,10,3,"XB","4","2","0","1"
"Breath of Fire III","1997","Role-Playing","Capcom",1,74,7.9,"Unknown",0.378436435720245,0.0676586484738149,5.47722557505166,3.96081316959758,4,1,"PS","3","1","0","1"
"Toki no Kizuna: Hanayui Tsuzuri","2013","Adventure","Idea Factory",0.02,66,7.5,"Unknown",0.0198026272961797,0,4,2.77258872223978,5,2,"PS","6","3","0","1"
"Skylanders: SuperChargers","2015","Action","Activision",0.31,81,3.3,"E10+",0,0.048790164169432,7.14142842854285,3.40119738166216,2,1,"PS","6","3","1","1"
"New Tokyo Legacy: Operation Babel","2015","Role-Playing","5pb",0.03,74,7.9,"Unknown",0.0295588022415444,0,5.47722557505166,3.96081316959758,5,1,"PS","6","3","0","1"
"Adventure Time: The Secret of the Nameless Kingdom","2014","Action","Little Orbit",0.08,65,5.6,"E10+",0,0,2.23606797749979,2.19722457733622,8,2,"DS","6","3","1","0"
"Greg Hastings' Tournament Paintball Max'd","2006","Shooter","Activision",0.01,70,9.2,"E10+",0,0,2.82842712474619,3.49650756146648,6,1,"PS","5","2","1","1"
"Solaris","1986","Shooter","Atari",0.37,73,7.4,"Unknown",0,0,5.65685424949238,4.14313472639153,1,1,"2600","1","0","1","1"
"Jikkyou Powerful Pro Yakyuu 14 Ketteiban","2007","Sports","Konami Digital Entertainment",0.09,75,7.4,"Unknown",0.0861776962410524,0,4.24264068711928,2.83321334405622,6,3,"PS","5","2","1","1"
"J-League Pro Soccer Club o Tsukurou!","1999","Sports","Sega",0.36,75,7.4,"Unknown",0.307484699747961,0,4.24264068711928,2.83321334405622,7,1,"others","3","1","1","0"
