"Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"Shadow of Destiny","PSP","2009","Adventure","Konami Digital Entertainment",0.08,0,0,0.01,0.09,54,6,"8.2",5,"Konami","T"
"Pump It Up: Exceed","PS2","2005","Misc","Mastiff",0.03,0.02,0,0.01,0.06,73,28,"8.4",11,"Andamiro U.S.A. Corp.","T"
"MySims Agents","DS","2009","Adventure","Electronic Arts",0.54,0.42,0,0.11,1.07,60,5,"tbd",NA,"TOSE","E"
"Donkey Kong Country 2","GBA","2004","Platform","Nintendo",0.79,0.27,0.12,0.04,1.23,80,22,"9.1",37,"Rare Ltd.","E"
"Farming Simulator 2013","X360","2013","Simulation","Focus Home Interactive",0.22,0.13,0,0.04,0.38,33,12,"6.2",30,"Giants Software","E"
"Manhunt 2","PSP","2007","Action","Take-Two Interactive",0.04,0.17,0,0.09,0.31,69,15,"8.1",38,"Rockstar London","M"
"Dance Dance Revolution X2","PS2","2009","Simulation","Konami Digital Entertainment",1.09,0.85,0,0.28,2.23,NA,NA,"tbd",NA,"Konami","E10+"
"Doraemon 3: Nobi Dai no Machi SOS!","N64","2000","Platform","Epoch",0,0,0.09,0.06,0.15,NA,NA,"",NA,"",""
"MLB SlugFest 20-03","PS2","N/A","Sports","Unknown",0.41,0.32,0,0.11,0.83,77,25,"8.2",6,"Midway","E"
"Tokyo Twilight Ghost Hunters","PS3","2014","Role-Playing","Aksys Games",0.03,0,0.02,0.01,0.06,64,11,"6.4",17,"TOYBOX","T"
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!","PSP","2010","Adventure","Idea Factory",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Clash of the Titans","PS3","2010","Action","Namco Bandai Games",0.09,0.15,0.01,0.05,0.31,41,28,"1.7",17,"Game Republic","T"
"Pokemon Ranger: Guardian Signs","DS","2010","Role-Playing","Nintendo",0.5,0.16,0.58,0.05,1.29,68,25,"8.2",25,"Creatures Inc.","E"
"Grease","DS","2010","Misc","505 Games",0.1,0,0,0.01,0.11,NA,NA,"tbd",NA,"Big Head Games Ltd.","E10+"
"Densha De Go!","PS","1997","Simulation","Taito",0,0,1.02,0.07,1.09,NA,NA,"",NA,"",""
"The Idolmaster: Gravure For You! Vol. 4","PS3","2012","Misc","Namco Bandai Games",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Jewel Quest 5: The Sleepless Star","DS","2012","Action","Licensed 4U",0,0.02,0,0,0.02,NA,NA,"",NA,"",""
"Assault Suit Leynos","PS4","2016","Shooter","Rising Star Games",0.02,0,0,0,0.02,67,8,"tbd",NA,"Dracue","E10+"
"Chrono Cross","PS","1999","Role-Playing","SquareSoft",0.62,0.42,0.69,0.12,1.86,94,16,"8.1",297,"SquareSoft","T"
"Jake Power: Handyman","DS","2008","Adventure","Ubisoft",0.06,0,0,0,0.07,NA,NA,"tbd",NA,"Ubisoft","E"
"Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii","2007","Simulation","Taito",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"My Animal Centre","Wii","2009","Simulation","Deep Silver",0,0.02,0,0,0.02,NA,NA,"",NA,"",""
"James Bond 007: Nightfire","GC","2002","Shooter","Electronic Arts",0.6,0.16,0,0.02,0.78,80,17,"8.6",46,"Eurocom Entertainment Software","T"
"Midway Arcade Treasures 2","XB","2004","Misc","Midway Games",0.24,0.05,0,0.01,0.31,74,38,"7.4",7,"Backbone Entertainment","M"
"Harry Potter and the Prisoner of Azkaban","GBA","2004","Action","Electronic Arts",0.37,0.14,0,0.01,0.52,69,11,"8.1",12,"Griptonite Games","E"
"Who wants to be a millionaire","PS","2000","Misc","Eidos Interactive",0.45,0.3,0,0.05,0.8,NA,NA,"",NA,"",""
"The Last Remnant","PC","2009","Role-Playing","Square Enix",0,0.01,0,0,0.01,66,23,"8.3",240,"Square Enix","M"
"Ballblazer Champions","PS","1997","Sports","CTO SpA",0.01,0.01,0,0,0.02,NA,NA,"",NA,"",""
"Osu! Tatakae! Ouendan","DS","2005","Misc","Nintendo",0,0,0.06,0,0.06,NA,NA,"",NA,"",""
"Darkspore","PC","2011","Role-Playing","Electronic Arts",0.07,0.03,0,0.01,0.12,65,52,"6",133,"Maxis","T"
"Namco Museum","PS2","2001","Misc","Namco Bandai Games",1.73,0.07,0,0.02,1.82,72,9,"6",5,"Mass Media","E"
"Madden NFL 07","Wii","2006","Sports","Electronic Arts",0.46,0,0,0.04,0.49,81,35,"8",16,"EA Canada","E"
"Katekyoo Hitman Reborn! Battle Arena","PSP","2008","Fighting","Marvelous Interactive",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"2002 FIFA World Cup","XB","2002","Sports","Electronic Arts",0.14,0.04,0,0.01,0.19,79,17,"9",4,"Software Creations","E"
"2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild","GBA","2005","Platform","THQ",0.33,0.12,0,0.01,0.45,NA,NA,"",NA,"",""
"Shadow of Rome","PS2","2005","Action","Capcom",0.13,0.1,0,0.03,0.27,75,52,"8.3",62,"Capcom","M"
"Star Wars: Super Bombad Racing","PS2","2001","Racing","LucasArts",0.08,0.06,0,0.02,0.16,71,21,"4.9",8,"Lucas Learning","E"
"Madden NFL 15","PS3","2014","Sports","Electronic Arts",1.08,0.11,0,0.27,1.45,NA,NA,"2.7",13,"EA Sports","E"
"F1 Race Stars","PS3","2012","Racing","Codemasters",0.06,0.19,0,0.06,0.32,61,27,"5.6",34,"Codemasters","E"
"SpongeBob SquarePants: Game Boy Advance Video Volume 2","GBA","2004","Misc","N/A",0.38,0.14,0,0.01,0.53,NA,NA,"",NA,"",""
"The Oregon Trail","Wii","2011","Simulation","Crave Entertainment",0.14,0,0,0.01,0.15,NA,NA,"",NA,"",""
"Utawarerumono: Futari no Hakuoro","PS4","2016","Misc","Aqua Plus",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Forza Motorsport","XB","2005","Racing","Microsoft Game Studios",0.52,0.51,0,0.02,1.05,92,73,"7.6",213,"Microsoft Game Studios","E"
"Arc the Lad III","PS","1999","Role-Playing","Sony Computer Entertainment",0,0,0.39,0.03,0.42,NA,NA,"",NA,"",""
"Toy Story Mania!","Wii","2009","Misc","Disney Interactive Studios",1.04,0.66,0,0.18,1.88,49,15,"6.6",13,"Papaya Studios","E"
"Sonic Advance 3","GBA","2004","Platform","THQ",0.74,0.52,0.08,0.06,1.4,79,30,"8.4",34,"Dimps Corporation","E"
"Frantix","PSP","2005","Puzzle","Ubisoft",0.08,0,0,0.01,0.08,NA,NA,"",NA,"",""
"G.I. Joe: The Rise of Cobra","PS2","2009","Action","Electronic Arts",0.11,0,0,0.03,0.14,50,4,"2.3",6,"Double Helix Games","T"
"ATV Quad Power Racing 2","XB","2003","Racing","Acclaim Entertainment",0.36,0.07,0,0.01,0.45,68,17,"tbd",NA,"Climax Group","E"
"Lemony Snicket's A Series of Unfortunate Events","GBA","2004","Platform","Activision",0.3,0.11,0,0.01,0.42,72,8,"8",4,"Griptonite Games","E"
"PAC-MAN and the Ghostly Adventures","X360","2013","Platform","Namco Bandai Games",0.04,0.03,0,0.01,0.08,49,7,"5.1",13,"Namco Bandai Games, Monkey Bar Games","E10+"
"Worms Forts: Under Siege","PS2","2004","Strategy","Acclaim Entertainment",0.05,0.04,0,0.01,0.11,63,21,"8",15,"Team 17","T"
"Earth Defense Force 2025","PS3","2013","Shooter","D3Publisher",0.04,0.02,0.27,0.01,0.35,69,28,"7.5",52,"Sandlot","M"
"Inazuma Eleven 2","DS","2009","Role-Playing","Nintendo",0,0.19,1.18,0.03,1.39,NA,NA,"",NA,"",""
"Captain Morgane and the Golden Turtle","PS3","2012","Adventure","Reef Entertainment",0,0.02,0,0,0.02,NA,NA,"tbd",NA,"Wizarbox",""
"Virtua Tennis: World Tour (US & Others sales)","PSP","2005","Sports","Sega",0.16,0.36,0,0.14,0.67,NA,NA,"",NA,"",""
"Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku","PSV","2016","Adventure","5pb",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses","PSP","2010","Action","Takara Tomy",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Sid Meier's Pirates!","Wii","2010","Strategy","Take-Two Interactive",0.13,0.02,0,0.01,0.16,NA,NA,"",NA,"",""
"Tak 2: The Staff of Dreams","PS2","2004","Platform","THQ",0.3,0.24,0,0.08,0.62,71,31,"8",10,"Avalanche Software","E"
"Ice Age 2: The Meltdown","GBA","2006","Platform","Vivendi Games",0.18,0.07,0,0,0.25,NA,NA,"tbd",NA,"Amaze Entertainment","E"
"Crash Nitro Kart","GBA","2003","Racing","Vivendi Games",0.33,0.12,0,0.01,0.46,77,6,"8.3",12,"Vicarious Visions","E"
"FIFA Soccer 2003","GBA","2002","Sports","Electronic Arts",0.04,0.01,0,0,0.05,76,4,"tbd",NA,"Exient Entertainment","E"
"Digimon Adventure: Anode Tamer","WS","1999","Role-Playing","Namco Bandai Games",0,0,0.28,0,0.28,NA,NA,"",NA,"",""
"Half-Life","PS2","2001","Shooter","Vivendi Games",0.29,0.23,0,0.08,0.6,87,24,"8.6",94,"Gearbox Software","M"
"Itoi Shigesato no Bass Tsuri No. 1","SNES","1997","Sports","Nintendo",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"Seitokai no Ichizon: DS-suru Seitokai","DS","2010","Adventure","Kadokawa Shoten",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"XCOM 2","XOne","2016","Strategy","Take-Two Interactive",0.02,0.02,0,0,0.05,87,17,"8.1",40,"Firaxis Games","T"
"Crash: Mind Over Mutant","Wii","2008","Platform","Vivendi Games",0.35,0.05,0,0.03,0.43,70,13,"6.6",16,"Radical Entertainment","E10+"
"Gambler Densetsu Tetsuya","PS2","2001","Adventure","Athena",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"Puzzler Collection","Wii","2008","Puzzle","Ubisoft",0.05,0,0,0,0.06,NA,NA,"tbd",NA,"Destination Software","E"
"Finding Nemo","GC","2003","Action","THQ",0.69,0.18,0,0.02,0.89,62,11,"5.5",8,"Traveller's Tales","E"
"Resident Evil: Revelations","WiiU","2013","Action","Capcom",0.07,0.07,0.03,0.01,0.19,80,19,"7.5",146,"Capcom","M"
"Harry Potter and the Order of the Phoenix","PS2","2007","Action","Electronic Arts",0.13,0.1,0,0.03,0.27,61,17,"8",28,"EA Games","E10+"
"The Lord of the Rings: The Battle for Middle-Earth II","X360","2006","Strategy","Electronic Arts",0,0.04,0,0,0.05,79,50,"7.5",83,"EA LA","T"
"Wipeout 2","Wii","2011","Misc","Activision",0.3,0,0,0.02,0.32,NA,NA,"tbd",NA,"Endemol","E10+"
"NBA In The Zone","PS","1995","Sports","Konami Digital Entertainment",0.16,0.11,0,0.02,0.28,NA,NA,"",NA,"",""
"NBA Live 14","PS4","2013","Sports","Electronic Arts",0.15,0.05,0,0.04,0.24,43,25,"2.7",175,"EA Sports","E"
"Fashionable Puppy: Oshare na Koinu DS","DS","2007","Simulation","MTO",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Furious Karting","XB","2003","Racing","Atari",0.01,0,0,0,0.01,63,17,"tbd",NA,"Babylon Software","T"
"The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","PS2","2004","Action","THQ",0.24,0.19,0,0.06,0.5,65,8,"7.3",8,"THQ","E"
"Magic Carpet","PS","1995","Shooter","Electronic Arts",0.03,0.02,0,0,0.05,NA,NA,"",NA,"",""
"Winter Sports: The Ultimate Challenge","Wii","2007","Sports","RTL",0.45,0.67,0,0.12,1.24,52,15,"6.8",4,"49Games","E"
"One Piece: Unlimited World Red","PS3","2014","Action","Namco Bandai Games",0.09,0.1,0.06,0.04,0.28,71,28,"7.3",46,"Ganbarion","T"
"Yoru no Nai Kuni","PS3","2015","Role-Playing","Tecmo Koei",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"Need for Speed Carbon","PS2","2006","Racing","Electronic Arts",1.22,0.05,0.05,0.01,1.34,74,26,"8.4",60,"EA Canada","E10+"
"D.C. III: Da Capo III","PSP","2013","Adventure","Kadokawa Games",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"NeverDead","X360","2012","Shooter","Konami Digital Entertainment",0.06,0.03,0,0.01,0.1,52,46,"5.5",65,"Rebellion","M"
"FIFA Soccer 13","X360","2012","Action","Electronic Arts",1.09,3.47,0.03,0.57,5.16,90,48,"6.1",403,"Electronic Arts","E"
"Dark Souls III","PC","2016","Role-Playing","Namco Bandai Games",0,0.07,0,0,0.07,89,56,"8.6",1848,"From Software","M"
"Tekken Tag Tournament 2","PS3","2012","Fighting","Namco Bandai Games",0.28,0.31,0.13,0.13,0.85,82,50,"8.2",193,"Namco Bandai Games","T"
"My Pet Shop","DS","2008","Simulation","Square Enix",0.06,0,0,0,0.06,60,10,"tbd",NA,"Taito Corporation","E"
"Naraku no Shiro","PS2","2008","Adventure","Nippon Ichi Software",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Secret Files 2: Puritas Cordis","PC","2009","Adventure","Deep Silver",0,0.03,0,0,0.04,64,14,"7.1",17,"Fusionsphere Systems, Animation Arts","T"
"GRID 2","PC","2013","Racing","Codemasters",0,0.06,0,0.01,0.06,80,17,"5.7",571,"Codemasters","E"
"EverQuest II: Destiny of Velious","PC","2011","Role-Playing","Sony Online Entertainment",0.06,0,0,0,0.06,NA,NA,"7.4",5,"Sony Online Entertainment","T"
"Bass Pro Shops: The Hunt","Wii","2010","Sports","XS Games",0.21,0,0,0.01,0.23,NA,NA,"tbd",NA,"Griffin International","T"
"Tomb Raider (2013)","PC","N/A","Action","Square Enix",0.06,0.25,0,0.04,0.35,86,18,"8.5",3552,"Crystal Dynamics, Nixxes Software","M"
"Lego Batman 3: Beyond Gotham","PS4","2014","Action","Warner Bros. Interactive Entertainment",0.37,0.4,0,0.15,0.93,73,43,"7.1",75,"TT Games","E10+"
"Ultimate Block Party","PSP","2004","Puzzle","505 Games",0.03,0,0,0,0.03,76,12,"tbd",NA,"Magicpot","E"
"Mercenaries: Playground of Destruction","XB","2005","Action","LucasArts",0.54,0.11,0,0.03,0.68,NA,NA,"",NA,"",""
"Atelier Rorona: Alchemist of Arland","PSV","2013","Role-Playing","Nippon Ichi Software",0,0,0.05,0,0.05,NA,NA,"",NA,"",""
"The Rise of the Argonauts","PS3","2008","Role-Playing","Codemasters",0.05,0.11,0,0.03,0.19,NA,NA,"",NA,"",""
"Lilpri DS: Hime-Chen! Apple Pink","DS","2010","Adventure","Sega",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"I Don't Have Many Friends Portable","PSP","2012","Adventure","Namco Bandai Games",0,0,0.07,0,0.07,NA,NA,"",NA,"",""
"The Polar Express","PS2","2004","Adventure","THQ",0.11,0.09,0,0.03,0.23,39,10,"4.3",6,"Blue Tongue","E"
"FIFA 14","PS4","2013","Sports","Electronic Arts",0.61,1.85,0.11,0.44,3.01,87,26,"6.3",616,"EA Canada","E"
"SSX 3","PS2","2003","Sports","Electronic Arts",0.93,0.52,0,0.22,1.67,93,41,"9.1",125,"EA Canada","E"
"PhotoKano","PSP","2012","Adventure","Kadokawa Shoten",0,0,0.09,0,0.09,NA,NA,"",NA,"",""
"Blur","X360","2010","Racing","Activision",0.25,0.27,0,0.06,0.59,82,78,"8.3",169,"Bizarre Creations","E10+"
"SnoCross Championship Racing","PS","1999","Racing","Ubisoft",0.52,0.35,0,0.06,0.93,66,8,"tbd",NA,"UDS","E"
"Naruto Shippuden 3D: The New Era","3DS","2011","Action","505 Games",0,0.04,0.06,0.01,0.11,NA,NA,"",NA,"",""
"Disney's Kim Possible 2: Drakken's Demise","GBA","2004","Platform","Disney Interactive Studios",0.47,0.17,0,0.01,0.66,77,8,"tbd",NA,"Artificial Mind and Movement","E"
"TV Show King Party","Wii","2008","Puzzle","Ubisoft",0.18,0.4,0,0.08,0.66,NA,NA,"tbd",NA,"Gameloft","T"
"Sword Art Online: Lost Song","PS4","2015","Role-Playing","Namco Bandai Games",0.1,0.11,0,0.04,0.25,63,32,"6.3",60,"Bandai Namco Games, Artdink","T"
"Ultimate Spider-Man","GC","2005","Action","Activision",0.29,0.07,0,0.01,0.37,76,36,"7.2",21,"Treyarch","T"
"Virtua Cop 2","SAT","1996","Shooter","Sega",0,0,0.3,0,0.3,NA,NA,"",NA,"",""
"Clockwork Knight","SAT","1994","Platform","Sega",0,0,0.09,0,0.09,NA,NA,"",NA,"",""
"Yowamushi Pedal","3DS","2015","Action","Namco Bandai Games",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Moto Racer Advance","GBA","2002","Racing","Ubisoft",0.01,0,0,0,0.01,86,10,"tbd",NA,"Delphine Software International","E"
"Touch My Katamari ","PSV","2011","Puzzle","Namco Bandai Games",0.07,0.03,0,0.02,0.12,69,41,"7.4",51,"Bandai Namco Games","E10+"
"Tekken 3","PS","1998","Fighting","Sony Computer Entertainment",3.27,2.22,1.4,0.29,7.16,96,15,"9.1",367,"Namco","T"
"Spec Ops: Ranger Elite","PS","2001","Shooter","TalonSoft",0.49,0.33,0,0.06,0.87,48,4,"6.6",16,"Runecraft","T"
"Disney's Peter Pan: Return to Never Land","GBA","2002","Platform","Ubisoft",0.08,0.03,0,0,0.11,NA,NA,"",NA,"",""
"Auto Destruct","PS","1998","Action","Electronic Arts",0.04,0.03,0,0.01,0.08,NA,NA,"",NA,"",""
"Firefighter F.D.18","PS2","2004","Action","Konami Digital Entertainment",0.03,0.03,0,0.01,0.07,NA,NA,"",NA,"",""
"Resident Evil 4","PS2","2005","Action","Capcom",2.08,0.83,0.46,0.25,3.62,96,38,"8.9",1013,"Capcom","M"
"Otogirisou","SNES","1992","Adventure","ChunSoft",0,0,0.16,0,0.16,NA,NA,"",NA,"",""
"Tomb Raider II","PS","1997","Action","Eidos Interactive",2.3,2.46,0.2,0.28,5.24,85,13,"",NA,"Core Design Ltd.","T"
"Original Frisbee Disc Sports: Ultimate & Golf","DS","2007","Action","Destination Software, Inc",0.01,0,0,0,0.01,NA,NA,"",NA,"",""
"Monster Hunter","PS2","2004","Role-Playing","Capcom",0.11,0.08,0.28,0.03,0.5,68,37,"8.9",46,"Capcom","T"
"Sword of Mana","GBA","2003","Role-Playing","Nintendo",0.31,0.11,0.3,0.02,0.74,72,31,"8.3",25,"Brownie Brown","E"
"NBA Live 06","X360","2005","Sports","Electronic Arts",0.27,0,0,0.02,0.29,64,35,"5.6",16,"EA Canada","E"
"Hasbro Family Game Night","DS","2009","Puzzle","Electronic Arts",0.01,0.19,0,0.02,0.22,57,6,"tbd",NA,"Electronic Arts","E"
"Call of Duty: Ghosts","PS4","2013","Shooter","Activision",1.78,1.43,0.05,0.57,3.83,78,49,"3.7",1564,"Infinity Ward","M"
"Klonoa: Empire of Dreams","GBA","2001","Platform","Infogrames",0.1,0.04,0,0,0.14,NA,NA,"",NA,"",""
"Dragon Quest VI: Maboroshi no Daichi","SNES","1995","Role-Playing","Enix Corporation",0,0,3.19,0,3.19,NA,NA,"",NA,"",""
"Viewtiful Joe: Red Hot Rumble","PSP","2006","Action","Capcom",0.08,0,0,0.01,0.09,63,24,"6.3",6,"Clover Studio","T"
"Memories Off #5: Encore","PS2","2007","Adventure","CyberFront",0,0,0.02,0,0.02,NA,NA,"",NA,"",""
"Yu-Gi-Oh! Nightmare Troubadour (US sales)","DS","2005","Action","Konami Digital Entertainment",0.15,0,0,0,0.15,NA,NA,"",NA,"",""
"Shrek Super Party","GC","2003","Misc","TDK Mediactive",0.04,0.01,0,0,0.05,40,6,"7.3",7,"Mass Media","E"
"Dynasty Warriors 5: Xtreme Legends","PS2","2005","Action","Tecmo Koei",0.11,0.08,0.35,0.03,0.57,57,22,"9.1",26,"Omega Force","T"
"Guitar Hero On Tour: Modern Hits","DS","2009","Misc","Activision",0.13,0.2,0,0.04,0.37,70,30,"6.3",7,"Activision","E10+"
"Dragon Ball Z: Shin Budokai","PSP","2006","Fighting","Atari",0.26,0.08,0.13,0.07,0.54,70,21,"8.1",19,"Dimps Corporation","T"
"Tom Clancy's Rainbow Six: Vegas 2","PS3","2008","Shooter","Ubisoft",0.66,0.44,0.04,0.21,1.34,81,32,"7.9",93,"Ubisoft Montreal","M"
"GoGo's Crazy Bones","DS","2012","Action","GameMill Entertainment",0,0.01,0,0,0.01,NA,NA,"tbd",NA,"Black Lantern Studios","E"
"Need for Speed: V-Rally","PS","1997","Racing","Infogrames",0.43,0.29,0.09,0.06,0.87,NA,NA,"",NA,"",""
"Sonic Unleashed","X360","2008","Platform","Sega",0.54,0.32,0,0.09,0.95,60,50,"7.8",238,"Sonic Team","E10+"
"Vietcong: Purple Haze","XB","2004","Shooter","Gathering of Developers",0.06,0.02,0,0,0.08,57,32,"8.4",11,"Coyote Developments","M"
"Drama Queens","DS","2009","Misc","Majesco Entertainment",0.07,0,0,0.01,0.08,NA,NA,"tbd",NA,"Sensory Sweep","T"
"Barbie Superpack: Secret Agent / Groovy Games","GBA","2005","Misc","Vivendi Games",0.1,0.04,0,0,0.15,NA,NA,"",NA,"",""
"LEGO Marvel Super Heroes","PS4","2013","Action","Warner Bros. Interactive Entertainment",0.59,0.76,0.01,0.26,1.62,83,22,"7.7",262,"TT Games","E10+"
"Scrabble Blast!","GBA","2005","Misc","Zoo Digital Publishing",0.04,0.01,0,0,0.06,NA,NA,"",NA,"",""
"7th Dragon III Code: VFD","3DS","2015","Role-Playing","Sega",0.04,0,0.12,0,0.17,77,26,"8.2",38,"Sega","T"
"NHL Legacy","PS3","2015","Action","Electronic Arts",0.03,0,0,0.01,0.04,NA,NA,"",NA,"",""
"Fatal Fury: Battle Archives Volume 2","PS2","2007","Fighting","SNK Playmore",0.03,0.03,0,0.01,0.07,70,12,"tbd",NA,"SNK Playmore","T"
"Nicktoons: MLB","Wii","2011","Sports","Take-Two Interactive",0.13,0,0,0.01,0.14,NA,NA,"tbd",NA,"High Voltage Software","E"
"Pony Luv","DS","2008","Simulation","GSP",0.02,0,0,0,0.02,NA,NA,"tbd",NA,"Glyphic Entertainment","E"
"The Witcher 2: Assassins of Kings","PC","2011","Action","Namco Bandai Games",0.25,0.56,0,0.14,0.96,88,76,"8.5",4378,"CD Projekt Red Studio","M"
"Banjo-Kazooie","X360","2008","Platform","Microsoft Game Studios",0,0.01,0,0,0.01,77,17,"8.2",70,"4J Studios","E"
"Disney's Cinderella: Magical Dreams","GBA","N/A","Platform","Disney Interactive Studios",0.1,0.04,0,0,0.14,69,7,"tbd",NA,"Culture Brain","E"
"The Rise of the Argonauts","PC","2008","Role-Playing","Codemasters",0,0.01,0,0,0.01,NA,NA,"",NA,"",""
"Wall-E","PS2","2008","Platform","THQ",0.21,0,0,0.54,0.75,67,8,"8.4",9,"Asobo Studio","E"
"Pirates: The Legend of Black Kat","XB","2002","Adventure","Electronic Arts",0.05,0.01,0,0,0.06,74,16,"tbd",NA,"Westwood Studios","T"
"Iridion 3D","GBA","2001","Shooter","THQ",0.33,0.12,0,0.01,0.46,53,15,"tbd",NA,"Shin'en","E"
"My Spanish Coach","DS","2007","Misc","Ubisoft",0.4,0,0,0.03,0.43,73,7,"tbd",NA,"Ubisoft, Sensory Sweep","E"
"Petz Bunnyz","DS","2008","Simulation","Ubisoft",0.39,0.01,0,0.03,0.43,NA,NA,"tbd",NA,"Digital Kids","E"
"Cabela's Adventure Camp","Wii","2011","Misc","Activision",0.14,0.02,0,0.02,0.17,NA,NA,"tbd",NA,"Cauldron Ltd.","E"
"UEFA Euro 2008 Austria-Switzerland","PS2","2008","Sports","Electronic Arts",0.03,0,0,0.28,0.32,NA,NA,"",NA,"",""
"Street Fighter IV","PC","N/A","Fighting","Capcom",0.07,0.05,0,0.02,0.13,91,23,"8",352,"Capcom","T"
"World League Soccer","SNES","1991","Sports","Imagineer",0,0,0.15,0,0.15,NA,NA,"",NA,"",""
"ESPN Great Outdoor Games Bass 2002","GBA","2001","Sports","Konami Digital Entertainment",0.03,0.01,0,0,0.05,57,7,"tbd",NA,"KCEO","E"
"Strike Force Bowling","XB","2004","Sports","Crave Entertainment",0.03,0.01,0,0,0.04,54,10,"tbd",NA,"Lab Rats Games","E"
"Life is Strange","PS4","2016","Adventure","Square Enix",0.15,0.15,0.03,0.06,0.4,85,23,"8.6",672,"DONTNOD Entertainment","M"
"Hamster Club 3","GBA","2002","Simulation","Jorudan",0,0,0.35,0.01,0.36,NA,NA,"",NA,"",""
"Super Robot Taisen XO","X360","2006","Strategy","Banpresto",0,0,0.01,0,0.01,NA,NA,"",NA,"",""
"Asphalt: Injection","PSV","2011","Action","Ubisoft",0.13,0.06,0,0.03,0.22,49,33,"4.8",28,"Ubisoft","E10+"
"Project Gotham Racing 2 (JP weekly sales)","XB","2003","Action","Microsoft Game Studios",0,0,0.03,0,0.03,NA,NA,"",NA,"",""
"Dragon Age: Inquisition","PS4","2014","Role-Playing","Electronic Arts",0.73,0.88,0.08,0.32,2.01,89,43,"7.4",1984,"BioWare","M"
"Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS","DS","2006","Misc","Nintendo",0,0,1.71,0,1.71,NA,NA,"",NA,"",""
"Time and Eternity","PS3","2012","Role-Playing","Nippon Ichi Software",0.06,0.03,0.06,0.02,0.17,42,40,"5",78,"Image Epoch, Imageepoch","T"
"Zac to Ombra: Maboroshi no Yuuenchi","DS","2010","Adventure","Konami Digital Entertainment",0,0,0.04,0,0.04,NA,NA,"",NA,"",""
"Marvel Nemesis: Rise of the Imperfects","GC","2005","Fighting","Electronic Arts",0.3,0.08,0,0.01,0.38,54,19,"5.7",24,"EA Canada, Nihilistic","T"
"How to Train Your Dragon","DS","2010","Action","Activision",0.31,0.17,0,0.05,0.53,60,8,"tbd",NA,"Griptonite Games","E10+"
"GameBoy Wars","GB","1991","Strategy","Nintendo",0,0,0.18,0,0.18,NA,NA,"",NA,"",""
"Sorcery","PS3","2012","Action","Sony Computer Entertainment",0.14,0.11,0,0.05,0.29,70,52,"7.3",57,"The Workshop","E10+"
"Atari Flashback Classics: Volume 2","XOne","2016","Misc","Atari",0.02,0,0,0,0.02,NA,NA,"tbd",NA,"Atari, Atari SA","E"
"Neo Contra","PS2","2004","Shooter","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21,65,37,"7.1",8,"KCET","M"
"Xenoblade Chronicles X","WiiU","2015","Role-Playing","Nintendo",0.36,0.28,0.14,0.06,0.84,84,87,"8.9",1548,"Monolith Soft","T"
"Jeremy McGrath Supercross 2000","N64","1999","Racing","Acclaim Entertainment",0.23,0.06,0,0,0.29,NA,NA,"",NA,"",""
"Jewel Quest IV: Heritage","DS","2011","Puzzle","iWin",0,0.05,0,0.01,0.06,NA,NA,"tbd",NA,"Engine Software","E"
"Top Spin 4","Wii","2011","Sports","Take-Two Interactive",0.04,0.08,0,0.02,0.14,54,8,"7.4",7,"2K Games","E"
"Street Fighter Anniversary Collection","PS2","2004","Fighting","Capcom",0.32,0.25,0,0.08,0.66,78,30,"8.7",20,"Capcom","T"
"Castlevania III: Dracula's Curse","NES","1989","Platform","Konami Digital Entertainment",0.4,0.07,0.37,0.01,0.85,NA,NA,"",NA,"",""
" Frozen: Olaf's Quest","3DS","2013","Platform","Disney Interactive Studios",0.27,0.27,0,0.05,0.6,NA,NA,"",NA,"",""
